,label_finbert,Open,High,Low,Adj Close,Volume,label_finbert t-2,label_finbert t-3,label_finbert t-4,label_finbert t-5,Open t-2,Open t-3,Open t-4,Open t-5,High t-2,High t-3,High t-4,High t-5,Low t-2,Low t-3,Low t-4,Low t-5,Adj Close t-2,Adj Close t-3,Adj Close t-4,Adj Close t-5,Volume t-2,Volume t-3,Volume t-4,Volume t-5,Close t-1,Close t-2,Close t-3,Close t-4
10,1.0,169.69000244140625,171.49000549316406,163.83099365234375,164.5399932861328,20871500.0,1.0,0.0,1.0,1.0,169.69000244140625,177.22000122070312,170.0,170.0,171.49000549316406,178.5,177.5500030517578,177.5500030517578,163.83099365234375,174.88999938964844,168.57000732421875,168.57000732421875,164.5399932861328,175.24000549316406,174.60000610351562,174.60000610351562,20871500.0,10615700.0,25952500.0,25952500.0,164.5399932861328,164.5399932861328,175.24000549316406,174.60000610351562
11,1.0,164.63999938964844,168.0,164.1999969482422,167.47999572753906,9507400.0,1.0,1.0,0.0,1.0,169.69000244140625,169.69000244140625,177.22000122070312,170.0,171.49000549316406,171.49000549316406,178.5,177.5500030517578,163.83099365234375,163.83099365234375,174.88999938964844,168.57000732421875,164.5399932861328,164.5399932861328,175.24000549316406,174.60000610351562,20871500.0,20871500.0,10615700.0,25952500.0,167.47999572753906,164.5399932861328,164.5399932861328,175.24000549316406
12,1.0,171.0,173.9600067138672,170.9499969482422,172.80999755859375,11565400.0,1.0,1.0,1.0,0.0,164.63999938964844,169.69000244140625,169.69000244140625,177.22000122070312,168.0,171.49000549316406,171.49000549316406,178.5,164.1999969482422,163.83099365234375,163.83099365234375,174.88999938964844,167.47999572753906,164.5399932861328,164.5399932861328,175.24000549316406,9507400.0,20871500.0,20871500.0,10615700.0,172.80999755859375,167.47999572753906,164.5399932861328,164.5399932861328
13,2.0,174.35000610351562,175.25,172.66000366210938,175.02999877929688,10293400.0,1.0,1.0,1.0,1.0,171.0,164.63999938964844,169.69000244140625,169.69000244140625,173.9600067138672,168.0,171.49000549316406,171.49000549316406,170.9499969482422,164.1999969482422,163.83099365234375,163.83099365234375,172.80999755859375,167.47999572753906,164.5399932861328,164.5399932861328,11565400.0,9507400.0,20871500.0,20871500.0,175.02999877929688,172.80999755859375,167.47999572753906,164.5399932861328
14,1.0,174.35000610351562,175.25,172.66000366210938,175.02999877929688,10293400.0,2.0,1.0,1.0,1.0,174.35000610351562,171.0,164.63999938964844,169.69000244140625,175.25,173.9600067138672,168.0,171.49000549316406,172.66000366210938,170.9499969482422,164.1999969482422,163.83099365234375,175.02999877929688,172.80999755859375,167.47999572753906,164.5399932861328,10293400.0,11565400.0,9507400.0,20871500.0,175.02999877929688,175.02999877929688,172.80999755859375,167.47999572753906
15,1.0,176.25999450683594,176.5500030517578,173.99000549316406,174.3300018310547,7208900.0,1.0,2.0,1.0,1.0,174.35000610351562,174.35000610351562,171.0,164.63999938964844,175.25,175.25,173.9600067138672,168.0,172.66000366210938,172.66000366210938,170.9499969482422,164.1999969482422,175.02999877929688,175.02999877929688,172.80999755859375,167.47999572753906,10293400.0,10293400.0,11565400.0,9507400.0,174.3300018310547,175.02999877929688,175.02999877929688,172.80999755859375
16,1.0,176.8800048828125,178.9499969482422,176.52000427246094,178.94000244140625,11154300.0,1.0,1.0,2.0,1.0,176.25999450683594,174.35000610351562,174.35000610351562,171.0,176.5500030517578,175.25,175.25,173.9600067138672,173.99000549316406,172.66000366210938,172.66000366210938,170.9499969482422,174.3300018310547,175.02999877929688,175.02999877929688,172.80999755859375,7208900.0,10293400.0,10293400.0,11565400.0,178.94000244140625,174.3300018310547,175.02999877929688,175.02999877929688
17,1.0,179.00999450683594,179.22000122070312,176.2100067138672,176.69000244140625,8304000.0,1.0,1.0,1.0,2.0,176.8800048828125,176.25999450683594,174.35000610351562,174.35000610351562,178.9499969482422,176.5500030517578,175.25,175.25,176.52000427246094,173.99000549316406,172.66000366210938,172.66000366210938,178.94000244140625,174.3300018310547,175.02999877929688,175.02999877929688,11154300.0,7208900.0,10293400.0,10293400.0,176.69000244140625,178.94000244140625,174.3300018310547,175.02999877929688
18,1.0,176.27999877929688,176.3000030517578,172.22000122070312,174.99000549316406,9835000.0,1.0,1.0,1.0,1.0,179.00999450683594,176.8800048828125,176.25999450683594,174.35000610351562,179.22000122070312,178.9499969482422,176.5500030517578,175.25,176.2100067138672,176.52000427246094,173.99000549316406,172.66000366210938,176.69000244140625,178.94000244140625,174.3300018310547,175.02999877929688,8304000.0,11154300.0,7208900.0,10293400.0,174.99000549316406,176.69000244140625,178.94000244140625,174.3300018310547
19,1.0,179.74000549316406,180.17999267578125,178.61000061035156,179.1699981689453,9479700.0,1.0,1.0,1.0,1.0,176.27999877929688,179.00999450683594,176.8800048828125,176.25999450683594,176.3000030517578,179.22000122070312,178.9499969482422,176.5500030517578,172.22000122070312,176.2100067138672,176.52000427246094,173.99000549316406,174.99000549316406,176.69000244140625,178.94000244140625,174.3300018310547,9835000.0,8304000.0,11154300.0,7208900.0,179.1699981689453,174.99000549316406,176.69000244140625,178.94000244140625
20,1.0,176.85000610351562,179.1199951171875,176.0500030517578,179.0,7481000.0,1.0,1.0,1.0,1.0,179.74000549316406,176.27999877929688,179.00999450683594,176.8800048828125,180.17999267578125,176.3000030517578,179.22000122070312,178.9499969482422,178.61000061035156,172.22000122070312,176.2100067138672,176.52000427246094,179.1699981689453,174.99000549316406,176.69000244140625,178.94000244140625,9479700.0,9835000.0,8304000.0,11154300.0,179.0,179.1699981689453,174.99000549316406,176.69000244140625
21,1.0,179.14999389648438,180.1699981689453,177.5800018310547,180.0,9233300.0,1.0,1.0,1.0,1.0,176.85000610351562,179.74000549316406,176.27999877929688,179.00999450683594,179.1199951171875,180.17999267578125,176.3000030517578,179.22000122070312,176.0500030517578,178.61000061035156,172.22000122070312,176.2100067138672,179.0,179.1699981689453,174.99000549316406,176.69000244140625,7481000.0,9479700.0,9835000.0,8304000.0,180.0,179.0,179.1699981689453,174.99000549316406
22,1.0,180.8999938964844,184.1300048828125,180.42999267578125,180.4600067138672,15119800.0,1.0,1.0,1.0,1.0,179.14999389648438,176.85000610351562,179.74000549316406,176.27999877929688,180.1699981689453,179.1199951171875,180.17999267578125,176.3000030517578,177.5800018310547,176.0500030517578,178.61000061035156,172.22000122070312,180.0,179.0,179.1699981689453,174.99000549316406,9233300.0,7481000.0,9479700.0,9835000.0,180.4600067138672,180.0,179.0,179.1699981689453
23,1.0,182.3099975585937,183.82000732421875,178.83999633789062,182.509994506836,24517800.0,1.0,1.0,1.0,1.0,180.8999938964844,179.14999389648438,176.85000610351562,179.74000549316406,184.1300048828125,180.1699981689453,179.1199951171875,180.17999267578125,180.42999267578125,177.5800018310547,176.0500030517578,178.61000061035156,180.4600067138672,180.0,179.0,179.1699981689453,15119800.0,9233300.0,7481000.0,9479700.0,182.509994506836,180.4600067138672,180.0,179.0
24,1.0,182.3099975585937,183.82000732421875,178.83999633789062,182.509994506836,24517800.0,1.0,1.0,1.0,1.0,182.3099975585937,180.8999938964844,179.14999389648438,176.85000610351562,183.82000732421875,184.1300048828125,180.1699981689453,179.1199951171875,178.83999633789062,180.42999267578125,177.5800018310547,176.0500030517578,182.509994506836,180.4600067138672,180.0,179.0,24517800.0,15119800.0,9233300.0,7481000.0,182.509994506836,182.509994506836,180.4600067138672,180.0
